row_id,order_id,created_at,item_id,quantity,cust_name,in_or_out
152,ORD118,2/13/2024 9:40,It018,2,Samuel Price,out
153,ORD119,2/13/2024 9:46,It005,1,Alex L. Reed,in
154,ORD120,2/13/2024 9:51,It026,1,Patrick-D. Sanders,out
155,ORD121,2/13/2024 9:56,It014,1,Christopher Lynn Coleman,in
156,ORD122,2/13/2024 10:01,It009,1,Jordan N Green,IN
157,ORD123,2/13/2024 10:16,It027,1,Morgan COOK,in
158,ORD124,2/13/2024 10:31,It005,1,Casey Bailey,out
159,ORD125,2/13/2024 10:45,It014,1,"Bennett, Riley E",in
160,ORD125,2/13/2024 10:45,It023,1,Riley E Bennett,OUT
161,ORD126,2/13/2024 11:00,It018,1,Jamie D Scott,out
162,ORD127,2/13/2024 11:15,It002,1,"Morris, Alex D",out
163,ORD128,2/13/2024 11:29,It011,1,Samuel Gonzalez,out
164,ORD129,2/13/2024 11:43,It026,1,QUINN N. BAKER,in
165,ORD129,2/13/2024 11:43,It020,1,Quinn  N  Baker,IN
166,ORD130,2/13/2024 11:57,It008,1,Patrick  L  Turner,out
167,ORD131,2/13/2024 12:03,It022,1,Christopher Parker,in
168,ORD132,2/13/2024 12:10,It004,1,Alex Morris,out
169,ORD133,2/13/2024 12:17,It015,1,Jordan Flores,in
170,ORD134,2/13/2024 12:24,It026,1,Morgan Lynn Washington,out
171,ORD134,2/13/2024 12:24,It018,1,"Washington, Morgan",
172,ORD135,2/13/2024 12:31,It007,1,Taylor Lee Coleman,in
173,ORD136,2/13/2024 12:38,It020,1,Casey Collins,out
174,ORD137,2/13/2024 12:45,It003,1,Jamie A Sanchez,in
175,ORD138,2/13/2024 12:52,It016,1,riley Collins,out
176,ORD139,2/13/2024 12:59,It009,1,Cameron R Flores,in
177,ORD139,2/13/2024 12:59,It025,1,Cameron Flores,
178,ORD140,2/13/2024 13:06,It012,1,Quinn Roberts,out
179,ORD141,2/13/2024 13:13,It001,1,PEYTON L. BROOKS,in
180,ORD142,2/13/2024 13:20,It019,1,Alex MORGAN,out
181,ORD143,2/13/2024 13:27,It005,1,Samuel Isaac Jenkins,in
182,ORD143,2/13/2024 13:27,It011,1,Samuel I Jenkins,
183,ORD144,2/13/2024 13:34,It028,1,Patrick Howard,out
184,ORD145,2/13/2024 13:41,It010,1,Alex Hernandez,in
185,ORD146,2/13/2024 13:48,It024,1,Jordan A. Jenkins,out
186,ORD147,2/13/2024 13:55,It017,1,Robin-A. Adams,IN
187,ORD147,2/13/2024 13:55,It021,1,Robin Adams,
188,ORD148,2/13/2024 14:03,It006,1,Morgan WALKER,take-out
189,ORD149,2/13/2024 14:10,It023,1,Taylor Wilson,in
190,ORD150,2/13/2024 14:30,It002,1,"Rodriguez, Jordan E",out
191,ORD151,2/13/2024 14:50,It018,1,Christopher-E. Watson,in
192,ORD152,2/13/2024 15:10,It005,1,Alex-A. Barnes,IN
193,ORD153,2/13/2024 15:30,It027,1,"Henderson, Jordan J",in
194,ORD154,2/13/2024 15:50,It011,1,Taylor-J. Nguyen,out
195,ORD155,2/13/2024 16:09,It004,1,Casey-K. Flores,in
196,ORD155,2/13/2024 16:09,It028,,"Flores, Casey K",
197,ORD156,2/13/2024 16:29,It014,2,Jamie L Roberts,out
198,ORD157,2/13/2024 16:49,It021,1,RILEY J. PERRY,in
199,ORD158,2/13/2024 17:00,It007,1,Cameron B Davis,out
200,ORD159,2/14/2024 7:06,It001,1,Elvis E Walker,out
201,ORD160,2/14/2024 7:13,It014,1,Jordan LONG,carry out
202,ORD161,2/14/2024 7:20,It026,1,Christopher-L. Ross,out
203,ORD162,2/14/2024 7:27,It008,1,Alex T. Moore,in
204,ORD162,2/14/2024 7:27,it022,1,"Moore, Alex",
205,ORD163,2/14/2024 7:34,It017,1,"Cooper, Casey A",out
206,ORD164,2/14/2024 7:41,It005,1,Taylor HILL,in
207,ORD165,2/14/2024 7:49,IT023,1,"Martin, Casey",out
208,ORD166,2/14/2024 7:56,It011,1,jamie James,in
209,ORD167,2/14/2024 8:03,It019,1,riley Reed,out
210,ORD168,2/14/2024 8:10,It003,1,cameron Henderson,in
211,ORD169,2/14/2024 8:17,It027,1,Samuel R Nelson,out
212,ORD170,2/14/2024 8:24,It006,1,Peyton-L. Flores,in
213,ORD171,2/14/2024 8:31,It020,1,Alex R. Bailey,take-out
214,ORD172,2/14/2024 8:38,It010,1,Samuel-J. Carter,in
215,ORD173,2/14/2024 8:45,it025,1,ALEX K. LEE,out
216,ORD173,2/14/2024 8:45,It007,1,"Lee, Alex K",
217,ORD174,2/14/2024 8:53,It013,1,Jordan L. Mitchell,in
218,ORD175,2/14/2024 9:00,It028,1,Alex Campbell,to go
219,ORD176,2/14/2024 9:07,It004,1,Christopher D. Reed,in
220,ORD177,2/14/2024 9:14,It016,1,morgan Davis,out
221,ORD178,2/14/2024 9:21,It024,1,"Gray, Taylor",in
222,ORD179,2/14/2024 9:28,It012,1,Casey E Martin,out
223,ORD180,2/14/2024 9:35,It009,2,"Peterson, Jamie M",in
224,ORD181,2/14/2024 9:42,It002,1,riley Williams,out
225,ORD182,2/14/2024 9:49,It018,1,Cameron Wright,out
226,ORD183,2/14/2024 9:57,It021,1,Quinn Morgan,out
227,ORD184,2/14/2024 10:04,It015,1,Brooke A Robinson,in
228,ORD185,2/14/2024 10:21,It007,1,Samuel Flores,out
229,ORD186,2/14/2024 10:38,It028,1,Patrick-A. Edwards,in
230,ORD187,2/14/2024 10:55,It001,1,Patrick A Nelson,out
231,ORD188,2/14/2024 11:12,It024,1,Jordan GRAY,Take Out
232,ORD189,2/14/2024 11:29,It018,1,Christopher J Cooper,out
233,ORD189,2/14/2024 11:29,It022,1,Christopher-J. Cooper,out
234,ORD190,2/14/2024 11:46,It012,4,Morgan Stewart,in
235,ORD191,2/14/2024 12:03,It003,1,Taylor COLLINS,
236,ORD192,2/14/2024 12:10,It016,1,Casey-T. Lee,dine in
237,ORD193,2/14/2024 12:17,It009,1,Jamie A. Stewart,out
238,ORD194,2/14/2024 12:24,It027,1,Riley  M  Sanders,in
239,ORD195,2/14/2024 12:31,It005,1,Cameron EDWARDS,out
240,ORD195,2/14/2024 12:31,It011,1,Cameron W. Edwards,
241,ORD196,2/14/2024 12:38,It014,1,quinn Anderson,in
242,ORD197,2/14/2024 12:45,It020,1,PEYTON K. ROBINSON,out
243,ORD198,2/14/2024 12:52,It006,1,Brooke-M. Long,in
244,ORD199,2/14/2024 13:00,It022,1,Samuel Scott,out
245,ORD200,2/14/2024 13:08,It017,1,Patrick Rivera,in
246,ORD201,2/14/2024 13:15,It010,1,Cameron MARTIN,out
247,ORD202,2/14/2024 13:22,It024,1,JORDAN D. ROBERTS,in
248,ORD202,2/14/2024 13:22,It008,1,jordan Roberts,
249,ORD203,2/14/2024 13:29,It001,1,Christopher Marie Lee,out
250,ORD204,2/14/2024 13:36,It019,1,MORGAN J. PERRY,carry out
251,ORD205,2/14/2024 13:43,It013,1,Alex E. Rivera,out
252,ORD206,2/14/2024 13:50,It026,1,Jamie-R. Long,in
253,ORD207,2/14/2024 13:57,It004,1,Jasmin L Evans,out
254,ORD208,2/14/2024 14:05,It021,1,"Jackson, Riley E",in
255,ORD208,2/14/2024 14:05,It002,1,RILEY E. JACKSON,
256,ORD209,2/14/2024 14:12,It018,1,Cameron-A. James,out
257,ORD210,2/14/2024 14:19,It025,1,Quinn Stewart,in
258,ORD211,2/14/2024 14:26,It007,1,PEYTON E. BROOKS,out
259,ORD212,2/14/2024 14:33,It012,1,Riley James Nelson,in
260,ORD213,2/14/2024 14:40,IT028,1,SAMUEL T. GONZALEZ,
261,ORD214,2/14/2024 14:47,It015,1,PATRICK A. LOPEZ,in
262,ORD215,2/14/2024 15:04,It002,1,Alex E. Thompson,out
263,ORD216,2/14/2024 15:22,It024,1,christopher Rivera,in
264,ORD217,2/14/2024 15:41,It018,1,Christopher Lynn Anderson,in
265,ORD218,2/14/2024 15:59,It011,1,Morgan E. Jenkins,in
266,ORD219,2/14/2024 16:17,It005,1,Skyler E Watson,out
267,ORD220,2/14/2024 16:35,It017,1,casey Barnes,in
268,ORD221,2/14/2024 16:53,It009,1,Jasmin Morgan,out
269,ORD222,2/14/2024 17:00,It026,1,Riley T. Cooper,in
270,ORD223,2/15/2024 7:02,IT003,1,Jamie D. Nguyen,out
271,ORD224,2/15/2024 7:09,It017,1,ROBERT M. COOPER,in
272,ORD224,2/15/2024 7:09,It021,1,Robert Cooper,
273,ORD225,2/15/2024 7:16,It006,1,Carol Bennett,out
274,ORD226,2/15/2024 7:23,It028,1,David HALL,in
275,ORD227,2/15/2024 7:30,It011,1,Patrick Morris,out
276,ORD227,2/15/2024 7:30,It014,1,"Morris, Patrick L",
277,ORD228,2/15/2024 7:37,It001,1,Frank-M. Ross,in
278,ORD229,2/15/2024 7:44,It019,1,"Nguyen, Grace A",out
279,ORD230,2/15/2024 7:52,It024,two,Christopher M. Baker,in
280,ORD231,2/15/2024 7:59,IT005,1,Ian-D. Flores,out
281,ORD231,2/15/2024 7:59,It008,1,"Flores, Ian D",
282,ORD232,2/15/2024 8:06,It010,1,Jennifer POWELL,in
283,ORD233,2/15/2024 8:13,It013,1,Kyle-A Gonzalez,out
284,ORD234,2/15/2024 8:20,It016,two,"Harris, Laura",in
285,ORD234,2/15/2024 8:20,It022,1,Laura Ray Harris,
286,ORD235,2/15/2024 8:27,It025,1,Michael PETERSON,out
287,ORD236,2/15/2024 8:34,It007,1,Nina Elizabeth Barnes,in
288,ORD237,2/15/2024 8:41,It018,1,Oscar Louise Barnes,out
289,ORD238,2/15/2024 8:48,It004,1,Paula Young,in
290,ORD238,2/15/2024 8:48,It027,1,"Young, Paula",
291,ORD239,2/15/2024 8:56,It009,1,alex Sanchez,out
292,ORD240,2/15/2024 9:03,It002,1,RACHEL E. NGUYEN,Take Out
293,ORD241,2/15/2024 9:10,It020,1,Steve David Bennett,out
294,ORD242,2/15/2024 9:17,It012,1,Tina T. Gray,in
295,ORD243,2/15/2024 9:24,It015,1,"Perez, Umar A",out
296,ORD243,2/15/2024 9:24,It026,1,Umar A. Perez,
297,ORD244,2/15/2024 9:31,It023,1,VICTOR T. JONES,in
298,ORD245,2/15/2024 9:38,It008,1,"Carter, Wendy",out
299,ORD246,2/15/2024 9:48,It012,1,Alice Dawn Baker,to go
300,ORD247,2/15/2024 10:04,It021,1,Jasmin JACKSON,out
301,ORD248,2/15/2024 10:20,It004,1,"King, Charlie",in
302,ORD249,2/15/2024 10:36,It027,1,Dana A. Edwards,out
303,ORD250,2/15/2024 10:52,It009,1,Jordan-L. Collins,in
304,ORD251,2/15/2024 11:08,It018,1,Samuel  R  Price,out
305,ORD251,2/15/2024 11:08,It022,1,Samuel Renee Price,dine in
306,ORD252,2/15/2024 11:24,It006,1,George Keith Collins,in
307,ORD253,2/15/2024 11:40,It016,1,Hannah  A  Howard,OUT
308,ORD254,2/15/2024 11:56,It001,1,Ian Morgan,in
309,ORD255,2/15/2024 12:06,It007,1,Jacob J. Campbell,Take Out
310,ORD256,2/15/2024 12:12,It019,1,Niam KELLY,in
311,ORD256,2/15/2024 12:12,It023,2,niam Kelly,
312,ORD257,2/15/2024 12:18,It002,1,Leo Flores,take-out
313,ORD258,2/15/2024 12:24,It015,1,Mia Reed,in
314,ORD259,2/15/2024 12:30,It010,1,"Adams, Noah M",out
315,ORD260,2/15/2024 12:36,It026,1,Olivia-G. Garcia,in
316,ORD261,2/15/2024 12:42,It005,1,"Baker, Paul D",out
317,ORD262,2/15/2024 12:48,It013,1,QUINN B. MORRIS,in
318,ORD263,2/15/2024 12:54,It020,1,"Cox, Riley T",out
319,ORD263,2/15/2024 12:54,It008,1,Riley T Cox,OUT
320,ORD264,2/15/2024 13:00,It024,1,samuel Lopez,in
321,ORD265,2/15/2024 13:06,It011,1,Tina THOMPSON,carry out
322,ORD266,2/15/2024 13:12,It017,1,UMAR T. WOOD,in
323,ORD267,2/15/2024 13:18,It003,1,Victor-A. Powell,out
324,ORD268,2/15/2024 13:24,It014,1,Wendy Nicole Jones,in
325,ORD269,2/15/2024 13:30,It001,1,"Martinez, Xavier",out
326,ORD270,2/15/2024 13:36,It009,1,Yara K Garcia,in
327,ORD271,2/15/2024 13:42,It018,1,Zoe J Hernandez,out
328,ORD272,2/15/2024 13:48,It004,1,Amy G. Allen,take-out
329,ORD272,2/15/2024 13:48,It028,two,Amy  G  Allen,
330,ORD273,2/15/2024 13:54,It021,1,"Wood, Brad D",out
331,ORD274,2/15/2024 14:00,It006,1,Taylor Hernandez,in
332,ORD275,2/15/2024 14:06,it022,1,derek Patterson,out
333,ORD276,2/15/2024 14:12,It012,1,Eliza Ray Flores,in
334,ORD277,2/15/2024 14:18,It027,1,Frank  I  Mitchell,out
335,ORD278,2/15/2024 14:24,It016,1,Morgan Bailey,in
336,ORD279,2/15/2024 14:30,It025,1,Hugo R Moore,out
337,ORD280,2/15/2024 14:36,It008,1,Ivy  L  Bell,in
338,ORD281,2/15/2024 14:52,It002,1,Jacob-M. Adams,out
339,ORD282,2/15/2024 15:08,It017,1,Kara-M. Gray,in
340,ORD283,2/15/2024 15:24,It011,1,Liam A. Rodriguez,out
341,ORD284,2/15/2024 15:40,It024,1,mia Robinson,in
342,ORD285,2/15/2024 15:56,it005,1,"King, Niam",Togo
343,ORD286,2/15/2024 16:12,It020,3,Ophelia  R  Wood,out
344,ORD287,2/15/2024 16:28,It014,1,Pablo Keith Lee,out
345,ORD288,2/15/2024 16:44,It027,1,Christopher Watson,in
346,ORD289,2/15/2024 17:00,It009,1,"Brooks, Rita D",out
347,ORD290,2/16/2024 7:08,It005,1,Jamie Jones,out
348,ORD291,2/16/2024 7:15,It012,1,"Bell, Morgan",in
349,ORD292,2/16/2024 7:22,It018,1,Lucy Hughes,
350,ORD292,2/16/2024 7:22,It022,1,lucy Hughes,dine in
351,ORD293,2/16/2024 7:29,It004,1,ANTHONY B. RIVERA,in
352,ORD294,2/16/2024 7:36,It027,1,Fiona Young,out
353,ORD295,2/16/2024 7:43,It011,1,MORGAN M. HILL,in
354,ORD296,2/16/2024 7:51,It015,1,Hannah N Nelson,carry out
355,ORD297,2/16/2024 7:58,It001,1,Ivan Cook,in
356,ORD297,2/16/2024 7:58,It006,1,IVAN A. COOK,
357,ORD298,2/16/2024 8:05,It019,1,Julia Davis,out
358,ORD299,2/16/2024 8:12,It023,1,"Morgan, Karl W",in
359,ORD300,2/16/2024 8:19,It009,1,LEAH G. MITCHELL,out
360,ORD301,2/16/2024 8:26,It003,1,Maxwell  D  Mitchell,in
361,ORD301,2/16/2024 8:26,It020,1,Maxwell  D  Mitchell,
362,ORD302,2/16/2024 8:33,It007,1,Nora L. Moore,out
363,ORD303,2/16/2024 8:40,It013,1,"Martin, Oscar",in
364,ORD304,2/16/2024 8:48,It026,1,Paula JACKSON,out
365,ORD305,2/16/2024 8:55,It010,1,Niam Michelle Richardson,in
366,ORD306,2/16/2024 9:02,It008,1,Rita M Flores,out
367,ORD307,2/16/2024 9:09,It002,1,"Watson, Steve L",in
368,ORD307,2/16/2024 9:09,It014,1,Steve L. Watson,
369,ORD308,2/16/2024 9:16,It017,1,Tina-B. Hughes,out
370,ORD309,2/16/2024 9:23,It024,1,Casey I Kelly,in
371,ORD310,2/16/2024 9:30,It021,1,Victor ROSS,out
372,ORD311,2/16/2024 9:38,It016,1,Wendy Allen,IN
373,ORD312,2/16/2024 9:45,It028,1,XANDER J. ADAMS,Togo
374,ORD313,2/16/2024 9:52,It025,1,Yara Wood,in
375,ORD314,2/16/2024 9:59,It001,1,"Cox, Zachary",out
376,ORD315,2/16/2024 10:05,It003,2,Alice Anthony Adams,in
377,ORD316,2/16/2024 10:21,It020,1,Benjamin-W. Patterson,out
378,ORD317,2/16/2024 10:38,It008,1,Carla  L  Torres,to go
379,ORD318,2/16/2024 10:54,It017,1,David NGUYEN,out
380,ORD318,2/16/2024 10:54,It025,1,david Nguyen,
381,ORD319,2/16/2024 11:10,It012,1,Elena R Taylor,in
382,ORD320,2/16/2024 11:26,It006,1,Robin Denise Rivera,out
383,ORD321,2/16/2024 11:43,It024,1,Gina-T. Morris,in
384,ORD322,2/16/2024 11:59,It011,1,Harold  R  Scott,IN
385,ORD323,2/16/2024 12:06,It022,1,"Young, Iris",in
386,ORD324,2/16/2024 12:12,It005,1,Jack L. Davis,out
387,ORD325,2/16/2024 12:19,It009,1,Kiera Jackson,in
388,ORD325,2/16/2024 12:19,It013,1,Kiera-E. Jackson,
389,ORD326,2/16/2024 12:25,It018,1,lucas Nguyen,out
390,ORD327,2/16/2024 12:32,It001,1,"Brooks, Mia",in
391,ORD328,2/16/2024 12:38,It026,1,Nia Nicole Collins,out
392,ORD329,2/16/2024 12:45,It004,1,Oscar Isaac Bailey,in
393,ORD330,2/16/2024 12:51,It010,1,"Williams, Priya M",in
394,ORD331,2/16/2024 12:58,It017,1,Quinn-R. Reed,in
395,ORD331,2/16/2024 12:58,It023,1,Quinn  R  Reed,
396,ORD332,2/16/2024 13:04,It006,1,Taylor-N. Reed,out
397,ORD333,2/16/2024 13:11,It014,1,Sarah I Hill,in
398,ORD334,2/16/2024 13:17,It027,1,TIMOTHY D. TURNER,out
